"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Norwich School District","901156270","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","2433"
"Norwich School District","901156270","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","889"
"Norwich School District","901156270","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","330"
"Odyssey Community School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","24"
"Odyssey Community School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","140"
"Odyssey Community School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"Odyssey Community School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","25"
"Odyssey Community School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","118"
"Odyssey Community School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","35"
"Odyssey Community School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","56"
"Odyssey Community School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","108"
"Odyssey Community School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"Odyssey Community School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","51"
"Odyssey Community School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","124"
"Odyssey Community School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","6"
"Odyssey Community School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","91"
"Odyssey Community School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","195"
"Odyssey Community School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","28"
"Odyssey Community School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","114"
"Odyssey Community School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","185"
"Odyssey Community School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","25"
"Odyssey Community School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","94"
"Odyssey Community School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","216"
"Odyssey Community School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","15"
"Odyssey Community School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","96"
"Odyssey Community School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","222"
"Odyssey Community School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","10"
"Odyssey Community School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","70"
"Odyssey Community School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","242"
"Odyssey Community School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"Odyssey Community School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Odyssey Community School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","249"
"Odyssey Community School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Old Saybrook School District","900757320","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","73"
"Old Saybrook School District","900757320","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1487"
"Old Saybrook School District","900757320","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","61"
"Old Saybrook School District","900757320","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","103"
"Old Saybrook School District","900757320","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1475"
"Old Saybrook School District","900757320","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","50"
"Old Saybrook School District","900757320","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","124"
"Old Saybrook School District","900757320","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1414"
"Old Saybrook School District","900757320","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","61"
"Old Saybrook School District","900757320","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","165"
"Old Saybrook School District","900757320","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1368"
"Old Saybrook School District","900757320","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","44"
"Old Saybrook School District","900757320","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","171"
"Old Saybrook School District","900757320","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1337"
"Old Saybrook School District","900757320","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","63"
"Old Saybrook School District","900757320","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","177"
"Old Saybrook School District","900757320","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1246"
"Old Saybrook School District","900757320","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","82"
"Old Saybrook School District","900757320","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","199"
"Old Saybrook School District","900757320","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1185"
"Old Saybrook School District","900757320","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","62"
"Old Saybrook School District","900757320","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","201"
"Old Saybrook School District","900757320","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1176"
"Old Saybrook School District","900757320","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","48"
"Old Saybrook School District","900757320","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","198"
"Old Saybrook School District","900757320","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","1096"
"Old Saybrook School District","900757320","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","52"
"Old Saybrook School District","900757320","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","187"
"Old Saybrook School District","900757320","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1071"
"Old Saybrook School District","900757320","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","59"
"Orange School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","25"
"Orange School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1337"
"Orange School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","15"
"Orange School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","21"
"Orange School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1282"
"Orange School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","17"
"Orange School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","31"
"Orange School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1254"
"Orange School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"Orange School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","20"
"Orange School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1248"
"Orange School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"Orange School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","18"
"Orange School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1239"
"Orange School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"Orange School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","30"
"Orange School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1194"
"Orange School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","24"
"Orange School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","54"
"Orange School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1111"
"Orange School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","27"
"Orange School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","45"
"Orange School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1120"
"Orange School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","15"
